iter	Passed	Remaining
1659	62790	12860
1660	62827	12822
1661	62863	12784
1662	62901	12746
1663	62938	12708
1664	62975	12670
1665	63012	12632
1666	63049	12594
1667	63089	12557
1668	63126	12519
1669	63163	12481
1670	63201	12443
1671	63238	12405
1672	63275	12367
1673	63313	12329
1674	63351	12292
1675	63389	12254
1676	63425	12216
1677	63462	12178
1678	63500	12140
1679	63553	12105
1680	63591	12067
1681	63627	12029
1682	63664	11991
1683	63701	11953
1684	63738	11915
1685	63777	11877
1686	63815	11840
1687	63852	11802
1688	63888	11764
1689	63926	11726
1690	63963	11688
1691	64002	11650
1692	64038	11612
1693	64076	11574
1694	64112	11536
1695	64149	11498
1696	64186	11460
1697	64224	11422
1698	64261	11384
1699	64300	11347
1700	64337	11309
1701	64375	11271
1702	64412	11233
1703	64451	11195
1704	64488	11157
1705	64526	11120
1706	64562	11081
1707	64599	11044
1708	64636	11006
1709	64673	10968
1710	64711	10930
1711	64749	10892
1712	64786	10854
1713	64823	10816
1714	64860	10778
1715	64899	10740
1716	64936	10702
1717	64973	10665
1718	65013	10627
1719	65054	10590
1720	65096	10553
1721	65133	10515
1722	65176	10478
1723	65216	10440
1724	65254	10402
1725	65295	10365
1726	65334	10327
1727	65370	10289
1728	65407	10251
1729	65444	10213
1730	65482	10176
1731	65520	10138
1732	65558	10100
1733	65595	10062
1734	65632	10024
1735	65669	9986
1736	65706	9948
1737	65745	9911
1738	65782	9872
1739	65819	9835
1740	65856	9797
1741	65893	9759
1742	65931	9721
1743	65970	9683
1744	66007	9645
1745	66044	9607
1746	66082	9570
1747	66119	9532
1748	66156	9494
1749	66195	9456
1750	66231	9418
1751	66268	9380
1752	66305	9342
1753	66344	9304
1754	66382	9267
1755	66420	9229
1756	66456	9191
1757	66493	9153
1758	66530	9115
1759	66569	9077
1760	66606	9039
1761	66644	9001
1762	66680	8963
1763	66717	8925
1764	66754	8888
1765	66792	8850
1766	66831	8812
1767	66870	8774
1768	66907	8736
1769	66943	8698
1770	66980	8660
1771	67017	8623
1772	67056	8585
1773	67095	8547
1774	67134	8509
1775	67171	8472
1776	67207	8434
1777	67245	8396
1778	67283	8358
1779	67321	8320
1780	67359	8282
1781	67396	8244
1782	67433	8207
1783	67471	8169
1784	67508	8131
1785	67545	8093
1786	67582	8055
1787	67619	8017
1788	67660	7980
1789	67698	7942
1790	67733	7904
1791	67770	7866
1792	67807	7828
1793	67845	7790
1794	67882	7752
1795	67919	7714
1796	67957	7676
1797	67995	7639
1798	68032	7601
1799	68069	7563
1800	68107	7525
1801	68144	7487
1802	68180	7449
1803	68218	7411
1804	68254	7373
1805	68291	7335
1806	68329	7298
1807	68368	7260
1808	68405	7222
1809	68443	7184
1810	68479	7146
1811	68516	7108
1812	68553	7070
1813	68591	7033
1814	68628	6995
1815	68666	6957
1816	68702	6919
1817	68740	6881
1818	68777	6843
1819	68816	6806
1820	68852	6768
1821	68890	6730
1822	68927	6692
1823	68964	6654
1824	69001	6616
1825	69038	6578
1826	69078	6541
1827	69115	6503
1828	69154	6465
1829	69191	6427
1830	69227	6389
1831	69264	6351
1832	69303	6314
1833	69340	6276
1834	69376	6238
1835	69412	6200
1836	69449	6162
1837	69486	6124
1838	69524	6086
1839	69561	6048
1840	69597	6010
1841	69634	5972
1842	69670	5935
1843	69707	5897
1844	69746	5859
1845	69783	5821
1846	69829	5784
1847	69866	5746
1848	69903	5708
1849	69940	5670
1850	69980	5633
1851	70016	5595
1852	70052	5557
1853	70089	5519
1854	70125	5481
1855	70167	5444
1856	70210	5406
1857	70250	5368
1858	70291	5331
1859	70329	5293
1860	70366	5255
1861	70404	5217
1862	70441	5180
1863	70477	5142
1864	70515	5104
1865	70552	5066
1866	70589	5028
1867	70626	4990
1868	70664	4952
1869	70701	4915
1870	70739	4877
1871	70777	4839
1872	70814	4801
1873	70853	4763
1874	70891	4726
1875	70928	4688
1876	70965	4650
1877	71004	4612
1878	71041	4574
1879	71078	4536
1880	71116	4499
1881	71152	4461
1882	71189	4423
1883	71226	4385
1884	71265	4347
1885	71306	4310
1886	71343	4272
1887	71379	4234
1888	71416	4196
1889	71453	4158
1890	71492	4120
1891	71530	4083
1892	71567	4045
1893	71607	4007
1894	71644	3969
1895	71680	3931
1896	71719	3894
1897	71757	3856
1898	71795	3818
1899	71831	3780
1900	71869	3742
1901	71906	3704
1902	71943	3667
1903	71981	3629
1904	72018	3591
1905	72054	3553
1906	72092	3515
1907	72130	3477
1908	72166	3440
1909	72205	3402
1910	72241	3364
1911	72277	3326
1912	72314	3288
1913	72353	3250
1914	72390	3213
1915	72428	3175
1916	72465	3137
1917	72503	3099
1918	72540	3061
1919	72578	3024
1920	72614	2986
1921	72652	2948
1922	72689	2910
1923	72725	2872
1924	72763	2834
1925	72801	2797
1926	72840	2759
1927	72877	2721
1928	72914	2683
1929	72952	2645
1930	72988	2608
1931	73025	2570
1932	73061	2532
1933	73100	2494
1934	73137	2456
1935	73174	2418
1936	73210	2381
1937	73246	2343
1938	73285	2305
1939	73322	2267
1940	73360	2229
1941	73397	2192
1942	73435	2154
1943	73472	2116
1944	73511	2078
1945	73548	2040
1946	73586	2003
1947	73623	1965
1948	73660	1927
1949	73697	1889
1950	73736	1851
1951	73773	1814
1952	73811	1776
1953	73848	1738
1954	73885	1700
1955	73922	1662
1956	73960	1625
1957	73996	1587
1958	74036	1549
1959	74072	1511
1960	74110	1473
1961	74149	1436
1962	74186	1398
1963	74223	1360
1964	74260	1322
1965	74297	1284
1966	74335	1247
1967	74375	1209
1968	74412	1171
1969	74449	1133
1970	74485	1095
1971	74522	1058
1972	74559	1020
1973	74597	982
1974	74634	944
1975	74671	906
1976	74708	869
1977	74745	831
1978	74782	793
1979	74821	755
1980	74859	717
1981	74896	680
1982	74933	642
1983	74970	604
1984	75007	566
1985	75044	529
1986	75080	491
1987	75117	453
1988	75154	415
1989	75191	377
1990	75230	340
1991	75274	302
1992	75314	264
1993	75357	226
1994	75395	188
1995	75432	151
1996	75469	113
1997	75508	75
1998	75545	37
1999	75584	0
